,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
32,53,0.08032786885245902,0.12121212121212122,0.21875,0.1539622641509434,0.002713771603408933,0.20000000000000007,0.0,0.0,0.75,0.49999999999999994,0.13377192982456143,0.17012448132780084,0.25217391304347814,0.0,0.5858585858586025,0.846710632137686,0.1254152823920407,0.18258475305455174,0.004995698116935406
33,192,0.06032786885245901,0.09090909090909091,0.125,0.06037735849056604,0.0015022664233156594,0.20000000000000007,0.0,0.0,0.75,0.5833333333333333,0.08771929824561403,0.0,0.25217391304347814,0.0,0.5858585858586025,0.8573266848962504,0.11960132890366992,0.20151436929960426,0.0050875941503579925
34,214,0.03245901639344262,0.12121212121212122,0.34375,0.13358490566037737,0.0037187151502963032,0.0,0.0,0.0,0.5,0.49999999999999994,0.10855263157894736,0.16182572614107885,0.7043478260869591,0.0,0.28787878787881027,0.43702750522760425,0.3006644518272594,0.2789537084839099,0.009268863671085717
37,239,0.0740983606557377,0.12121212121212122,0.25,0.15622641509433965,0.0033195241934555696,0.4,0.0,0.0,0.75,0.5833333333333333,0.22697368421052633,0.0,0.03478260869565375,0.0,0.5353535353535221,0.8272478687469942,0.1303986710963585,0.22904835656513511,0.0046510879916007025
38,278,0.02163934426229508,0.12121212121212122,0.125,0.07018867924528302,0.0045764608178023415,0.0,0.0,0.0,0.25,0.49999999999999994,0.06578947368421052,0.06846473029045642,0.6000000000000014,0.0,0.0,0.2866334244812663,0.1968438538206101,0.15332989158492516,0.008212059286725961
39,49,0.06950819672131148,0.12121212121212122,0.3125,0.17584905660377362,0.004260257965797997,0.4,0.0,0.0,0.5,0.5833333333333333,0.25548245614035087,0.0,0.8347826086956545,0.0,0.27777777777777146,0.6018980215538079,0.28156146179402697,0.3822061607296507,0.012903351792949045
40,74,0.0721311475409836,0.12121212121212122,0.3125,0.17207547169811324,0.003028762950233184,0.4,0.0,0.0,0.5,0.6666666666666666,0.25,0.0,0.8695652173913047,0.0,0.3686868686868934,0.7376548174360664,0.4086378737541594,0.3563930476682155,0.0057641786964317925
43,179,0.08,0.09090909090909091,0.125,0.09660377358490567,0.001066124558482081,0.4,0.0,0.0,0.5,0.49999999999999994,0.14035087719298245,0.0,0.19130434782608674,0.0,0.5959595959595845,0.7807624256072074,0.12873754152825256,0.20323524350369992,0.0022847651309690783
44,88,0.030688524590163933,0.09090909090909091,0.125,0.07471698113207548,0.005534155662666074,0.0,0.0,0.0,0.75,0.4166666666666667,0.06907894736842106,0.07468879668049792,0.5130434782608724,0.0,0.28787878787881027,0.4706450056297342,0.2857142857142918,0.16193426260540356,0.009369949307850562
46,318,0.017769180327868853,0.09090909090909091,0.125,0.052830188679245285,0.0048508667410934675,0.0,0.0,0.0,0.5,0.4166666666666667,0.07675438596491228,0.0,0.5739130434782638,0.0,0.11111111111108585,0.24239987132058616,0.12292358803988179,0.14266047151953193,0.009406707721219598
47,75,0.09311475409836065,0.12121212121212122,0.3125,0.15094339622641512,0.007811785401241428,0.4,0.0,0.0,0.75,0.6666666666666666,0.2192982456140351,0.0,0.7043478260869591,0.0,0.030303030303002743,0.7455364323628828,0.30564784053157723,0.3925314059542248,0.014972161245375043
48,352,0.04918032786885246,0.09090909090909091,0.21875,0.07245283018867925,0.0032971113476238443,0.0,0.0,0.0,0.75,0.49999999999999994,0.10526315789473685,0.0,0.46086956521739353,0.0,0.5757575757575637,0.8423677014637434,0.1810631229235895,0.09826191705386338,0.005110568158713639
50,137,0.020065573770491806,0.09090909090909091,0.125,0.06792452830188679,0.005257326729014761,0.0,0.0,0.0,0.5,0.49999999999999994,0.09868421052631578,0.0,0.4782608695652186,0.0,0.7424242424242493,0.4341322181116425,0.1636212624584772,0.13612114954396837,0.010008626740137545
52,240,0.06885245901639345,0.09090909090909091,0.21875,0.08452830188679246,0.002156479220566027,0.0,0.0,0.0,0.75,0.49999999999999994,0.07785087719298246,0.08506224066390042,0.43478260869565233,0.0,0.5858585858586025,0.8442978928743798,0.11212624584719322,0.17398038203407334,0.00393889373257565
53,271,0.06688524590163934,0.06060606060606061,0.21875,0.12754716981132078,0.004864193298074494,0.0,0.0,0.0,0.5,0.49999999999999994,0.07675438596491228,0.2053941908713693,0.7043478260869591,0.0,0.5858585858586025,0.873411613318325,0.12458471760798773,0.18602650146274313,0.006992139443041116
54,296,0.11081967213114755,0.15151515151515152,0.28125,0.18415094339622642,0.0033195241934555696,0.20000000000000007,0.0,0.0,0.5,0.5833333333333333,0.2017543859649123,0.12448132780082988,0.23478260869565304,0.0,0.5252525252525402,0.8061766125140792,0.19767441860466306,0.4011357769747032,0.006144398534717746
55,10,0.1062295081967213,0.12121212121212122,0.3125,0.1916981132075472,0.002713771603408933,0.4,0.0,0.0,0.5,0.6666666666666666,0.27850877192982454,0.0,0.8260869565217419,0.0,0.5252525252525402,0.8103586939038223,0.19019933554817214,0.2669075890552401,0.004995698116935406
56,109,0.028524590163934424,0.12121212121212122,0.3125,0.14792452830188682,0.002407866545435381,0.4,0.0,0.0,0.5,0.49999999999999994,0.2149122807017544,0.0,0.9391304347826086,0.0,0.20707070707072717,0.3384268940003352,0.336378737541537,0.3185338151781105,0.004421347908044234
57,331,0.02963934426229508,0.09090909090909091,0.3125,0.16075471698113208,0.002562333455897274,0.4,0.0,0.0,0.5,0.5833333333333333,0.23355263157894735,0.0,0.8956521739130459,0.0,0.20707070707072717,0.3384268940003352,0.3297342192691133,0.3942522801583205,0.004708523012489819
59,288,0.046557377049180323,0.12121212121212122,0.375,0.11773584905660377,0.005727996491480998,0.4,0.0,0.0,0.5,0.5833333333333333,0.17105263157894735,0.0,0.7913043478260882,0.0,0.29292929292927283,0.5629724947723957,0.30730897009968317,0.32197556358630186,0.00906439499672046
61,118,0.0280655737704918,0.09090909090909091,0.21875,0.07320754716981133,0.004773330409567498,0.0,0.0,0.0,0.5,0.49999999999999994,0.10635964912280703,0.0,0.4695652173913061,0.0,0.7424242424242493,0.4515039408074699,0.15282392026580283,0.15332989158492516,0.009303324683619187
62,172,0.05639344262295082,0.09090909090909091,0.21875,0.16822641509433964,0.0049489986606810225,0.4,0.0,0.0,1.0,0.5833333333333333,0.2444078947368421,0.0,0.6347826086956552,0.0,0.8333333333333144,0.46147659642915073,0.1453488372093119,0.36155567028050256,0.010164849996955943
63,218,0.0621639344262295,0.09090909090909091,0.21875,0.09433962264150944,0.0003174143571844377,0.8000000000000002,0.0,0.0,0.5,0.5833333333333333,0.13706140350877194,0.0,0.9913043478260875,0.0,0.5757575757575637,0.8373813736528888,0.16528239202659734,0.20323524350369992,0.002801680318971132
64,32,0.04590163934426229,0.09090909090909091,0.28125,0.10339622641509434,0.0033195241934555696,0.0,0.0,0.0,0.5,0.49999999999999994,0.08991228070175439,0.11410788381742738,0.6869565217391305,0.0,0.6111111111110858,0.7325076403410122,0.18438538205981558,0.17914300464636035,0.00393889373257565
65,202,0.03181967213114754,0.09090909090909091,0.34375,0.18716981132075475,0.0019923202686633885,0.20000000000000007,0.0,0.0,1.0,0.49999999999999994,0.16228070175438597,0.20746887966804978,0.21739130434782794,0.0,0.7222222222222285,0.6736368023162385,0.1785714285714306,0.17914300464636035,0.0038469976991530627
67,160,0.027803278688524585,0.12121212121212122,0.3125,0.14716981132075474,0.002500546691712517,0.4,0.0,0.0,0.5,0.49999999999999994,0.21381578947368424,0.0,0.913043478260871,0.0,0.0,0.292584847997432,0.21760797342193428,0.31354327998623305,0.004486823831857828
68,115,0.016918032786885244,0.09090909090909091,0.125,0.053584905660377366,0.006996442415038656,0.0,0.0,0.0,0.75,0.49999999999999994,0.07785087719298246,0.0,0.5913043478260889,0.0,0.20707070707072717,0.33167122406305793,0.3397009966777489,0.1051454138702461,0.013766025806703585
71,242,0.032786885245901634,0.09090909090909091,0.25,0.07320754716981133,0.0030844921885174745,0.0,0.0,0.0,0.75,0.49999999999999994,0.10635964912280703,0.0,0.6260869565217391,0.0,0.16666666666668561,0.9334083963326378,0.28239202657807994,0.213560488728274,0.004702779510400908
72,39,0.06504918032786886,0.12121212121212122,0.25,0.18566037735849059,0.004414119123669843,0.20000000000000007,0.0,0.0,1.0,0.49999999999999994,0.2149122807017544,0.10373443983402489,0.13913043478261145,0.0,0.6262626262626441,0.9022036351938283,0.19269102990033105,0.19118912407503014,0.008220100189650439
73,69,0.037377049180327866,0.12121212121212122,0.3125,0.1577358490566038,0.002713771603408933,0.4,0.0,0.0,0.5,0.5833333333333333,0.22916666666666663,0.0,0.913043478260871,0.0,0.1868686868687064,0.3295801833681793,0.4011627906976827,0.3477886766477371,0.004995698116935406
76,164,0.04,0.12121212121212122,0.21875,0.1109433962264151,0.004107002560516198,0.0,0.0,0.0,0.5,0.49999999999999994,0.06469298245614036,0.1825726141078838,0.4869565217391312,0.0,0.03535353535352215,0.7198005468875692,0.3272425249169544,0.22044398554465672,0.00786744916139126
77,344,0.05311475409836065,0.09090909090909091,0.125,0.05660377358490566,0.0027501167588117313,0.0,0.0,0.0,0.5,0.49999999999999994,0.08223684210526316,0.0,0.35652173913043583,0.0,0.5808080808080831,0.6557825317677413,0.10382059800664933,0.08449492342109792,0.005064620142002346
78,38,0.043934426229508196,0.09090909090909091,0.125,0.08452830188679246,0.0027501167588117313,0.0,0.0,0.0,0.75,0.49999999999999994,0.06798245614035088,0.10373443983402489,0.4869565217391312,0.0,0.6666666666666856,0.8869229531928653,0.14867109634552378,0.12579590431939425,0.005791747506458568
80,213,0.04131147540983606,0.09090909090909091,0.3125,0.15547169811320757,0.0027743468624135967,0.4,0.0,0.0,0.5,0.5833333333333333,0.22587719298245612,0.0,0.8956521739130459,0.0,0.1868686868687064,0.3141386520830025,0.42441860465118,0.3357425572190673,0.005412676368590394
81,233,0.037377049180327866,0.12121212121212122,0.3125,0.12150943396226414,0.003252285655960393,0.4,0.0,0.0,0.5,0.49999999999999994,0.17653508771929827,0.0,0.8000000000000007,0.0,0.1868686868687064,0.310599967830143,0.4053156146179475,0.25314059542247463,0.0066096222039195955
82,179,0.036721311475409836,0.06060606060606061,0.125,0.13056603773584907,0.003755666058289148,0.0,0.0,0.0,0.5,0.49999999999999994,0.07894736842105263,0.2095435684647303,0.41739130434782723,0.0,0.5909090909090651,0.6297249477240001,0.1893687707641334,0.22732748236103945,0.006971462835521034
83,263,0.03685245901639344,0.09090909090909091,0.1875,0.1049056603773585,0.004962325217662049,0.0,0.0,0.0,0.5,0.5833333333333333,0.1524122807017544,0.0,0.5565217391304351,0.0,0.29292929292927283,0.5230818722856725,0.30730897009968317,0.2496988470142833,0.009357313603254957
84,31,0.031475409836065574,0.09090909090909091,0.125,0.050566037735849056,0.003703571335545138,0.0,0.0,0.0,0.5,0.4166666666666667,0.07346491228070176,0.0,0.452173913043481,0.0,0.6262626262626441,0.9176451664790193,0.1735880398671128,0.20151436929960426,0.007526285137309904
85,196,0.11344262295081967,0.09090909090909091,0.1875,0.139622641509434,0.0018657179773436414,0.4,0.0,0.0,0.5,0.6666666666666666,0.17653508771929827,0.04979253112033195,0.21739130434782794,0.0,0.5959595959595845,0.7685378800064342,0.1279069767441996,0.2789537084839099,0.004765958033378936
86,185,0.030163934426229506,0.15151515151515152,0.28125,0.1788679245283019,0.004773330409567498,0.20000000000000007,0.0,0.0,1.0,0.49999999999999994,0.2598684210526316,0.0,0.5304347826086975,0.0,0.45959595959595845,0.21714653369792813,0.27408637873755026,0.2049561177077956,0.008631334939216516
87,47,0.05062295081967213,0.09090909090909091,0.40625,0.18716981132075475,0.0034879234134885346,0.4,0.0,0.0,0.5,0.6666666666666666,0.18530701754385964,0.16390041493775934,0.9217391304347835,0.0,0.27777777777777146,0.5901560238056902,0.2657807308970206,0.2583032180347617,0.007693995398306126
88,17,0.018360655737704915,0.06060606060606061,0.28125,0.09962264150943397,0.0009207439368708881,0.4,0.0,0.0,0.75,0.49999999999999994,0.14473684210526316,0.0,0.6869565217391305,0.0,0.27777777777777146,0.5824352581631018,0.2699335548172854,0.2669075890552401,0.0015783143740329378
89,125,0.0340983606557377,0.06060606060606061,0.21875,0.05584905660377358,0.0003307409141654637,0.4,0.0,0.0,0.5,0.49999999999999994,0.05208333333333333,0.054979253112033194,0.9217391304347835,0.0,0.681818181818187,0.6168570049863291,0.1096345514950201,0.10858716227843747,0.0005226586900909656
90,20,0.022098360655737705,0.12121212121212122,0.3125,0.12754716981132078,0.004169395077291001,0.4,0.0,0.0,0.5,0.49999999999999994,0.18530701754385964,0.0,0.7652173913043505,0.0,0.11111111111108585,0.2152163422872917,0.12209302325582883,0.27207021166752715,0.007878936165569082
92,291,0.01022950819672131,0.09090909090909091,0.125,0.06867924528301887,0.006045410848665436,0.0,0.0,0.0,0.5,0.49999999999999994,0.09978070175438596,0.0,0.53913043478261,0.0,0.11111111111108585,0.2671706610905602,0.13953488372094114,0.16365513680949922,0.011313550414738286
93,84,0.046557377049180323,0.09090909090909091,0.1875,0.09735849056603774,0.002713771603408933,0.0,0.0,0.0,0.5,0.5833333333333333,0.10964912280701754,0.06016597510373444,0.33913043478261073,0.0,0.5858585858586025,0.8542705484960607,0.11046511627908728,0.20151436929960426,0.004421347908044234
94,234,0.08196721311475409,0.09090909090909091,0.1875,0.09735849056603774,0.002713771603408933,0.0,0.0,0.0,0.5,0.5833333333333333,0.10964912280701754,0.06016597510373444,0.33913043478261073,0.0,0.5858585858586025,0.8542705484960607,0.11046511627908728,0.20151436929960426,0.004421347908044234
97,133,0.016262295081967214,0.12121212121212122,0.1875,0.06566037735849056,0.0035618252294742246,0.0,0.0,0.0,0.75,0.49999999999999994,0.09539473684210527,0.0,0.6521739130434803,0.0,0.11111111111108585,0.23757439279395953,0.11710963455151102,0.1309585269316813,0.006603878701830684
100,40,0.10174819672131147,0.09090909090909091,0.3125,0.13433962264150945,0.0077057786979832675,0.20000000000000007,0.0,0.0,1.0,0.6666666666666666,0.10745614035087718,0.16597510373443983,0.0869565217391326,0.0,0.5101010101010388,0.7810841241756492,0.16943521594686217,0.30992944415763213,0.004421347908044234
101,178,0.06295081967213115,0.09090909090909091,0.25,0.12754716981132078,0.0017918161613579519,0.20000000000000007,0.0,0.0,0.75,0.49999999999999994,0.12609649122807015,0.11203319502074688,0.25217391304347814,0.0,0.5858585858586025,0.8389898664950977,0.12209302325582883,0.20839786611598693,0.0032473760810706807
105,326,0.039344262295081964,0.09090909090909091,0.3125,0.1547169811320755,0.00574556331659235,0.0,0.0,0.0,0.75,0.5833333333333333,0.1282894736842105,0.1825726141078838,0.6782608695652179,0.0,0.28787878787881027,0.4619591442818205,0.32059800664453064,0.3185338151781105,0.00862788883796317
106,21,0.050491803278688525,0.09090909090909091,0.125,0.10415094339622642,0.0021110477763125295,0.20000000000000007,0.0,0.0,0.75,0.49999999999999994,0.09649122807017545,0.10373443983402489,0.33913043478261073,0.0,0.5858585858586025,0.855557342769842,0.11544850498340509,0.14472552056444676,0.0038527412012419747
107,82,0.014885245901639343,0.06060606060606061,0.21875,0.07169811320754717,0.0011951498601620145,0.0,0.0,0.0,0.75,0.5833333333333333,0.10416666666666667,0.0,0.7391304347826093,0.0,0.9949494949494806,0.3625542866334399,0.1636212624584772,0.14988814317673382,0.004956642302730805
109,117,0.051803278688524586,0.15151515151515152,0.21875,0.13132075471698115,0.007161207119531341,0.4,0.0,0.0,0.75,0.49999999999999994,0.1907894736842105,0.0,0.3652173913043484,0.0,0.2575757575757507,0.781405822744091,0.34053156146180186,0.36155567028050256,0.010087887068964527
110,84,0.06855737704918033,0.12121212121212122,0.3125,0.15245283018867928,0.005514771579784581,0.4,0.0,0.0,0.5,0.5833333333333333,0.2214912280701754,0.0,0.7304347826086968,0.0,0.13131313131310662,0.6155702107125762,0.38704318936878224,0.2651867148511444,0.010321073253774342
111,297,0.06491803278688524,0.09090909090909091,0.21875,0.07320754716981133,0.0017009532728509563,0.0,0.0,0.0,1.0,0.4166666666666667,0.044956140350877194,0.11618257261410789,0.0434782608695663,0.0,0.5151515151515014,0.846710632137686,0.14119601328904707,0.16881775942178628,0.003314000705302056
112,137,0.02590163934426229,0.09090909090909091,0.21875,0.09433962264150944,0.007317491287763373,0.0,0.0,0.0,0.75,0.49999999999999994,0.09539473684210527,0.07883817427385892,0.6956521739130466,0.0,0.1868686868687064,0.3321537719157277,0.4053156146179475,0.1963517466873172,0.012641448097694671
116,55,0.05816393442622951,0.09090909090909091,0.4375,0.09811320754716982,0.0003525480074071426,0.8000000000000002,0.0,0.0,0.5,0.5833333333333333,0.1425438596491228,0.0,0.9565217391304373,0.0,0.5151515151515014,0.846871481421914,0.142857142857153,0.21011874032008265,0.00288898155072259
117,52,0.01710491803278688,0.06060606060606061,0.125,0.04452830188679245,0.0037920112136919466,0.0,0.0,0.0,0.75,0.4166666666666667,0.06469298245614036,0.0,0.3913043478260896,0.0,0.8939393939393767,0.5549300305613656,0.22508305647841098,0.13612114954396837,0.007040384860587974
118,245,0.012695081967213114,0.12121212121212122,0.25,0.09660377358490567,0.0055002335176234625,0.0,0.0,0.0,0.5,0.4166666666666667,0.14035087719298245,0.0,0.43478260869565233,0.0,0.8434343434343532,0.5478526620556607,0.17940199335549778,0.25486146962657036,0.009590499788064772
119,365,0.06032786885245901,0.12121212121212122,0.125,0.09962264150943397,0.00149136287669482,0.20000000000000007,0.0,0.0,0.75,0.49999999999999994,0.14473684210526316,0.0,0.21739130434782794,0.0,0.7222222222222285,0.6934212642753863,0.18687707641197449,0.20839786611598693,0.003892945715864357
121,201,0.04150819672131147,0.09090909090909091,0.25,0.08754716981132075,0.005216741305481636,0.0,0.0,0.0,0.5,0.49999999999999994,0.12719298245614036,0.0,0.756521739130438,0.0,0.16666666666668561,0.9215055493003064,0.24335548172759047,0.20323524350369992,0.009709964631514136
122,330,0.0419672131147541,0.06060606060606061,0.125,0.03622641509433963,0.0033195241934555696,0.0,0.0,0.0,0.5,0.4166666666666667,0.05263157894736842,0.0,0.46086956521739353,0.0,0.5858585858586025,0.8750201061605338,0.12873754152825256,0.22560660815694378,0.006144398534717746
123,186,0.04852459016393442,0.12121212121212122,0.21875,0.1366037735849057,0.0023503200493809506,0.20000000000000007,0.0,0.0,1.0,0.49999999999999994,0.1567982456140351,0.07883817427385892,0.2086956521739154,0.0,0.5909090909090651,0.6015763229853661,0.21013289036545757,0.2496988470142833,0.004306477866265999
124,47,0.09114754098360656,0.09090909090909091,0.28125,0.1977358490566038,0.005866108082011631,0.4,0.0,0.0,0.5,0.6666666666666666,0.28728070175438597,0.0,0.7826086956521756,0.0,0.2575757575757507,0.8586134791700317,0.3496677740863845,0.39597315436241615,0.015324812273634221
127,76,0.024262295081967214,0.12121212121212122,0.28125,0.14113207547169812,0.005022294724076666,0.0,0.0,0.0,0.5,0.5833333333333333,0.11732456140350876,0.16597510373443983,0.6782608695652179,0.0,0.11111111111108585,0.25253337622648075,0.1071428571428612,0.2909998279125796,0.008901279537395368
128,42,0.0980327868852459,0.15151515151515152,0.4375,0.15320754716981133,0.0026895414998070674,0.4,0.0,0.0,1.0,0.49999999999999994,0.1567982456140351,0.12448132780082988,0.2260869565217405,0.0,0.5151515151515014,0.837059675084447,0.13870431893688817,0.2238857339528481,0.004949750100224111
130,242,0.017967213114754098,0.09090909090909091,0.21875,0.05811320754716981,0.004455310299793014,0.0,0.0,0.0,0.75,0.49999999999999994,0.08442982456140351,0.0,0.7478260869565219,0.0,0.45959595959595845,0.1933408396332652,0.30481727574751005,0.175701256238169,0.00807421523659208
131,352,0.07678688524590163,0.12121212121212122,0.28125,0.129811320754717,0.005502050775393602,0.0,0.0,0.0,0.5,0.5833333333333333,0.12609649122807015,0.11825726141078838,0.7478260869565219,0.0,0.13131313131310662,0.6086536914910852,0.38621262458472927,0.2858372053002926,0.010501419219366169
133,10,0.049606032786885246,0.09090909090909091,0.3125,0.129811320754717,0.0010703648266124073,0.4,0.0,0.0,0.5,0.5833333333333333,0.1206140350877193,0.12863070539419086,0.9913043478260875,0.0,0.14141414141414543,0.636641466945477,0.43272425249169544,0.22216485974875239,0.0011613361223779476
